living_space,rooms,cold_rent,construction_year,quarter,city,postcode,heating_type,rent_per_square_meter,latitude,longitude,publish_year,publish_month,geometry,1km_tile,square_m_per_person
140.4,4.5,1890.0,1910.0,Blankenese,Hamburg,22587,5,16.152,53.56520863327805,9.805501615049687,2019,4,POINT (9.805501615049687 53.56520863327805),5335,59.26
100.56,3.5,1140.0,1967.0,Niendorf,Hamburg,22459,6,13.607999999999999,53.62518626615089,9.94830251794844,2019,1,POINT (9.94830251794844 53.62518626615089),6242,43.54
69.55199999999999,3.0,1500.0,1904.0,St. Pauli,Hamburg,20359,5,25.884,53.555725858272936,9.962871054617217,2019,5,POINT (9.962871054617217 53.55572585827294),6334,35.06
79.98,2.5,1237.2,2018.0,Winterhude,Hamburg,22303,1,18.564,53.590271673656424,10.02186300291118,2019,3,POINT (10.02186300291118 53.59027167365642),6738,41.84
91.2,3.5,720.0,1916.0,Blankenese,Hamburg,22587,5,9.468,53.5635963634068,9.817642430917935,2019,6,POINT (9.817642430917935 53.5635963634068),5435,59.26
110.95200000000001,3.5,2340.0,2021.0,Hamb.-Altstadt,Hamburg,20457,7,25.308000000000003,53.54728690026146,10.000672996460077,2019,3,POINT (10.00067299646008 53.54728690026146),6633,45.88
318.0,9.0,3960.0,1932.0,Eppendorf,Hamburg / Eppendorf,20249,1,14.94,53.59139383766652,9.993692027013276,2019,6,POINT (9.993692027013276 53.59139383766652),6538,46.44
108.0,4.5,1560.0,1904.0,Altona-Altstadt,Hamburg,22767,5,17.328,53.55979546312639,9.955814484256438,2019,2,POINT (9.955814484256438 53.55979546312639),6334,34.86
55.2,2.5,570.0,1999.0,Harburg,Hamburg,21073,5,12.395999999999999,53.458169341160364,9.9695011749885,2019,6,POINT (9.969501174988499 53.45816934116036),6423,31.25
134.4,5.5,2344.8,1887.0,Rotherbaum,Hamburg,20146,7,20.94,53.56674214359202,9.975271818104202,2019,5,POINT (9.975271818104202 53.56674214359202),6435,49.71
81.6,3.0,938.4,1965.0,Lohbrügge,Hamburg,21033,6,13.8,53.496088443009384,10.203209244500428,2019,6,POINT (10.20320924450043 53.49608844300938),7928,38.07
40.8,1.5,540.0,1967.0,Lokstedt,Hamburg,22529,6,15.888,53.58840782099379,9.956643263281881,2019,4,POINT (9.956643263281881 53.58840782099379),6338,38.87
88.08,3.5,900.0,1968.0,Steilshoop,Hamburg,22309,7,12.264000000000001,53.601383776592435,10.054518094450609,2019,4,POINT (10.05451809445061 53.60138377659244),6939,37.08
86.964,3.0,1128.0,2022.0,Rahlstedt,Hamburg,22145,7,15.564,53.625526472990636,10.15708565907564,2019,2,POINT (10.15708565907564 53.62552647299064),7642,39.75
112.2,3.5,2356.2,2022.0,HafenCity,"Hamburg, HafenCity",20457,7,25.2,53.543196673425406,9.996482388645637,2019,2,POINT (9.996482388645637 53.54319667342541),6633,50.0
93.6,3.5,948.0,1973.0,Eidelstedt,Eidelstedt,22523,7,12.155999999999999,53.62052850427665,9.898423741956735,2019,1,POINT (9.898423741956735 53.62052850427665),5941,37.07
64.296,2.5,723.336,1964.0,Horn,Hamburg,22119,7,13.5,53.559352974687854,10.100456810799793,2019,5,POINT (10.10045681079979 53.55935297468785),7235,30.96
144.0,3.5,1536.0,1968.0,Rissen,Hamburg,22559,5,12.804,53.571247604180215,9.758232524673993,2019,3,POINT (9.758232524673993 53.57124760418021),5036,48.74
79.2,2.5,910.8,1960.0,Barmbek-Süd,Hamburg,22083,6,13.8,53.582423464231326,10.04241711815542,2019,3,POINT (10.04241711815542 53.58242346423133),6937,37.43
41.028,2.5,594.9119999999999,1939.0,Fuhlsbüttel,Hamburg,22335,7,17.4,53.627845198722156,10.024317970142393,2019,3,POINT (10.02431797014239 53.62784519872216),6742,41.57
138.0,4.0,2388.0,1889.0,Uhlenhorst,Hamburg,22085,5,20.76,53.57358496168038,10.013085310727227,2019,5,POINT (10.01308531072723 53.57358496168038),6736,47.69
82.8,3.0,426.37199999999996,1984.0,Harburg,Hamburg,21073,1,6.18,53.457752287949816,9.979392879653528,2019,3,POINT (9.979392879653528 53.45775228794982),6523,31.25
113.04,4.0,1073.88,1977.0,Steilshoop,Hamburg,22309,5|8,11.4,53.61209578256207,10.054577247070704,2019,6,POINT (10.0545772470707 53.61209578256207),6940,33.59
71.16,3.5,1209.72,2023.0,Eppendorf,Hamburg,22529,5,20.4,53.600583525577534,9.981041523820624,2019,2,POINT (9.981041523820624 53.60058352557753),6439,46.44
73.2,2.5,822.0,1998.0,Bergedorf,Hamburg,21029,5,13.475999999999999,53.49520164271828,10.215916044608084,2019,6,POINT (10.21591604460808 53.49520164271828),8028,39.11
48.0,2.5,682.8,1919.0,Wandsbek,Hamburg,22041,5,17.076,53.582487030185526,10.080027803260986,2019,3,POINT (10.08002780326099 53.58248703018553),7137,37.68
116.988,4.5,1404.0,2017.0,Harburg,Hamburg,21079,2,14.4,53.469022740542144,9.985800379966106,2019,4,POINT (9.985800379966106 53.46902274054214),6524,31.25
206.4,5.5,1857.6,1908.0,Rahlstedt,Hamburg,22143,5,10.8,53.60211451480366,10.158916850294473,2019,5,POINT (10.15891685029447 53.60211451480366),7639,39.75
50.4,2.5,736.38,1954.0,Blankenese,Hamburg,22587,5,17.532,53.56575356401257,9.816470613012395,2019,2,POINT (9.816470613012395 53.56575356401257),5435,59.26
63.6,2.5,852.0,2003.0,Niendorf,Hamburg,22459,5,16.08,53.62246479136798,9.953453679576283,2019,4,POINT (9.953453679576283 53.62246479136798),6341,43.54
64.8,2.5,696.0,1990.0,Sülldorf,Hamburg,22589,5,12.888,53.57999497262897,9.800982407113167,2019,6,POINT (9.800982407113167 53.57999497262897),5337,43.04
66.0,3.0,600.0,1933.0,Wilstorf,Hamburg,21077,10,10.908,53.4409622949766,9.984451319183496,2019,1,POINT (9.984451319183496 53.4409622949766),6521,35.23
85.2,3.5,930.0,1999.0,Niendorf,Hamburg,22459,5,13.104000000000001,53.62160363703887,9.941672679827695,2019,1,POINT (9.941672679827695 53.62160363703887),6241,43.54
90.54,3.5,560.76,1990.0,Hummelsbüttel,Hamburg,22399,5,7.428,53.65393575627154,10.06477887923445,2019,1,POINT (10.06477887923445 53.65393575627154),7045,47.77
67.896,2.5,1154.4,1917.0,Bahrenfeld,Hamburg,22761,5,20.4,53.5655585185871,9.929153194377903,2019,3,POINT (9.929153194377903 53.5655585185871),6135,35.84
148.89600000000002,4.5,1602.0,2023.0,Hohenfelde,Hamburg,21075,1,12.912,53.56541998972615,10.030618573921798,2019,2,POINT (10.0306185739218 53.56541998972615),6835,40.67
258.0,8.5,4311.6,1894.0,Harvestehude,Hamburg,20144,7,20.052,53.574759751638496,9.984312515391757,2019,6,POINT (9.984312515391757 53.5747597516385),6536,56.42
52.8,2.5,788.4,1930.0,Eppendorf,Hamburg,20251,1,17.916,53.595882891098306,9.9785017174531,2019,5,POINT (9.978501717453099 53.59588289109831),6439,46.44
79.2,3.5,1749.6,2016.0,Hoheluft-West,Hamburg,20253,5,26.508000000000003,53.58135261904251,9.971880779803524,2019,6,POINT (9.971880779803524 53.58135261904251),6437,39.7
96.0,2.5,1176.0,2003.0,Lokstedt,Hamburg,22529,11,14.7,53.59649934511243,9.965332770183341,2019,1,POINT (9.965332770183341 53.59649934511243),6339,38.87
82.8,3.5,1020.0,1977.0,Billstedt,Hamburg,22119,7,14.784,53.5451764569947,10.103147123420467,2019,2,POINT (10.10314712342047 53.5451764569947),7333,32.33
66.36,2.5,768.0,2000.0,Barmbek-Nord,Hamburg,22307,7,13.884,53.59819181049864,10.040655925827208,2019,2,POINT (10.04065592582721 53.59819181049864),6839,37.08
69.3,2.5,852.0,2023.0,Bergedorf,Hamburg,21029,1,14.748,53.477894625282175,10.20369099338815,2019,3,POINT (10.20369099338815 53.47789462528218),7926,39.11
109.12799999999999,3.5,1392.0,2023.0,Bergedorf,Hamburg,21029,1,15.312000000000001,53.47859491173505,10.20442725157028,2019,2,POINT (10.20442725157028 53.47859491173505),7926,39.11
53.64,1.5,1421.46,2022.0,HafenCity,"Hamburg, HafenCity",20457,7,31.8,53.543533679843634,9.995090600731237,2019,3,POINT (9.995090600731237 53.54353367984363),6533,50.0
132.0,3.5,1320.0,1998.0,Wohldorf-Ohlstedt,Hamburg,22397,5,12.0,53.69653640362028,10.140318336602961,2019,1,POINT (10.14031833660296 53.69653640362028),7550,59.65
114.852,4.0,1200.0,1984.0,Hummelsbüttel,Hamburg,22399,5,12.54,53.65156118512157,10.059302068506673,2019,3,POINT (10.05930206850667 53.65156118512157),7045,41.27
122.4,4.0,950.8439999999999,2007.0,Heimfeld,Hamburg,21075,1,9.324,53.46802497042506,9.962791723073122,2019,2,POINT (9.962791723073122 53.46802497042506),6324,35.31
86.28,2.5,1146.0,2018.0,Othmarschen,Hamburg,22763,7,15.936,53.558225846156596,9.90262087710525,2019,2,POINT (9.90262087710525 53.5582258461566),5934,54.48
232.93200000000002,3.5,3240.0,2000.0,Hoheluft-West,Hamburg,20253,5,16.692,53.577889103372314,9.963954499222217,2019,6,POINT (9.963954499222217 53.57788910337231),6336,38.35
66.0,2.5,636.0,1980.0,Wandsbek,Hamburg,22047,5,11.568,53.583598460185954,10.079846117088806,2019,1,POINT (10.07984611708881 53.58359846018595),7137,37.68
58.092,2.5,693.6,1956.0,Heimfeld,Hamburg,21075,6,14.328,53.46826947316541,9.958134731903053,2019,5,POINT (9.958134731903053 53.46826947316541),6324,35.31
114.204,4.5,1194.0,1984.0,Hummelsbüttel,Hamburg,22399,5,12.54,53.65213506335283,10.059195516823394,2019,2,POINT (10.05919551682339 53.65213506335283),7045,41.27
43.2,1.5,516.0,1977.0,Rahlstedt,Hamburg,22145,1,14.328,53.62538812902599,10.151078781469812,2019,6,POINT (10.15107878146981 53.62538812902599),7642,39.75
84.0,2.5,1078.8,2017.0,St. Pauli,Hamburg,20359,19,15.408,53.55078761793896,9.95989235866028,2019,1,POINT (9.95989235866028 53.55078761793896),6333,35.06
111.0,3.5,2394.0,2021.0,Hamb.-Altstadt,Hamburg,20457,7,25.884,53.54728690026146,10.000672996460077,2019,5,POINT (10.00067299646008 53.54728690026146),6633,45.88
90.0,2.5,900.0,1977.0,Bramfeld,Hamburg,22175,5,12.0,53.619732539284506,10.081458700788156,2019,4,POINT (10.08145870078816 53.61973253928451),7141,38.15
83.556,2.5,780.0,1904.0,Harburg,Hamburg,21073,1,11.208,53.456921748013706,9.971791669190694,2019,6,POINT (9.971791669190694 53.45692174801371),6423,31.25
27.6,1.5,456.0,1961.0,Stellingen,Hamburg,22525,5,19.824,53.588924945775325,9.931580672263447,2019,6,POINT (9.931580672263447 53.58892494577533),6138,38.7
141.6,3.5,2160.0,2023.0,Marienthal,Hamburg,22043,1,18.3,53.57241984517246,10.095206547594874,2019,4,POINT (10.09520654759487 53.57241984517246),7236,47.29
104.4,3.5,1428.0,1971.0,Wandsbek,Hamburg,22041,5|6,16.416,53.583162989573886,10.077028700927247,2019,5,POINT (10.07702870092725 53.58316298957389),7137,37.68
52.464,2.5,498.0,1969.0,Hamm-Mitte,Hamburg,20537,5,11.388,53.55182263149394,10.049745652108106,2019,3,POINT (10.04974565210811 53.55182263149394),6934,35.77
56.46,2.5,677.52,2012.0,Rissen,Hamburg,22559,11,14.4,53.58388557612978,9.746192576716364,2019,1,POINT (9.746192576716364 53.58388557612978),4937,48.74
56.4,2.5,708.0,1970.0,Niendorf,Hamburg,22455,5,15.06,53.637259434315155,9.959951867388154,2019,3,POINT (9.959951867388154 53.63725943431515),6343,43.54
144.0,4.5,2736.0,1648.0,Rotherbaum,Hamburg,20148,1,22.8,53.57038817027074,9.994261242914117,2019,3,POINT (9.994261242914117 53.57038817027074),6536,49.71
117.96,3.0,2100.0,2023.0,Othmarschen,Hamburg Klein Flottbek,22605,5,21.36,53.55553217450427,9.86617109356393,2019,5,POINT (9.86617109356393 53.55553217450427),5734,54.48
68.4,2.5,745.56,1973.0,Rissen,Hamburg,22559,7,13.08,53.581877849206286,9.753444490691653,2019,5,POINT (9.753444490691653 53.58187784920629),4937,48.74
326.4,5.5,4407.6,1960.0,Othmarschen,Hamburg,22605,5,16.2,53.551443609752724,9.876554694735526,2019,4,POINT (9.876554694735526 53.55144360975272),5833,54.48
63.6,1.5,1077.9360000000001,2003.0,Eppendorf,Hamburg,20249,7,20.34,53.59012714040721,9.986772007935274,2019,4,POINT (9.986772007935274 53.59012714040721),6538,46.44
85.2,3.5,936.0,1941.0,Niendorf,Hamburg,22459,1,13.187999999999999,53.63047589231572,9.942580427407911,2019,5,POINT (9.942580427407911 53.63047589231572),6242,43.54
70.8,2.5,924.0,2000.0,Hummelsbüttel,Hamburg,22339,5,15.66,53.64039523483533,10.031390888247293,2019,2,POINT (10.03139088824729 53.64039523483533),6844,41.27
96.0,2.5,1056.0,1965.0,Wilhelmsburg,Hamburg,21109,5,13.2,53.49860934902752,10.031855863207065,2019,6,POINT (10.03185586320707 53.49860934902752),6828,29.3
109.56,3.5,2880.0,2022.0,Hamb.-Altstadt,Hamburg,20457,7,31.548000000000002,53.547296009686576,10.000688291975663,2019,5,POINT (10.00068829197566 53.54729600968658),6633,45.88
56.736000000000004,2.5,595.7280000000001,1956.0,Barmbek-Nord,Hamburg,22307,7,12.6,53.594639208888594,10.04095889749128,2019,5,POINT (10.04095889749128 53.59463920888859),6838,37.08
83.712,3.5,783.6,1963.0,Rissen,Hamburg,22559,5,11.232000000000001,53.578736804928475,9.74968131886541,2019,1,POINT (9.749681318865409 53.57873680492848),4936,48.74
104.13600000000001,4.5,1488.0,1959.0,Eimsbüttel,Hamburg,20257,5,17.148,53.57518659929235,9.946662034037928,2019,2,POINT (9.946662034037928 53.57518659929235),6236,38.35
49.2,2.5,754.8,1960.0,Barmbek-Süd,Hamburg,22083,5,18.408,53.579029627782965,10.02880653029053,2019,3,POINT (10.02880653029053 53.57902962778297),6837,37.43
100.8,2.5,2004.0,1894.0,Harvestehude,Hamburg-Harvestehude,20144,1,23.855999999999998,53.58004255222081,9.98056050484227,2019,3,POINT (9.98056050484227 53.58004255222081),6437,56.42
135.132,3.5,3840.0,2021.0,Hamb.-Altstadt,Hamburg,20457,7,34.104,53.54728690026146,10.000672996460077,2019,2,POINT (10.00067299646008 53.54728690026146),6633,45.88
64.72800000000001,2.5,774.0360000000001,1963.0,Horn,Hamburg,22119,7,14.352,53.560009681175224,10.099417914916287,2019,4,POINT (10.09941791491629 53.56000968117522),7235,30.96
62.4,2.5,958.8,1922.0,Eppendorf,Hamburg,20251,7,18.444000000000003,53.59505436078366,9.98089077327474,2019,5,POINT (9.980890773274741 53.59505436078366),6438,46.44
98.4,4.5,568.944,1978.0,Billstedt,Hamburg,22119,5,6.936,53.54625771749218,10.116655156627278,2019,4,POINT (10.11665515662728 53.54625771749218),7333,32.33
96.0,2.5,1140.0,1999.0,Stellingen,Hamburg,22527,5,14.255999999999998,53.59458493614152,9.937865041814993,2019,1,POINT (9.937865041814993 53.59458493614152),6238,38.7
72.0,2.5,730.8,1979.0,Farmsen-Berne,Hamburg,22159,6,12.18,53.622387367750214,10.12126847280777,2019,1,POINT (10.12126847280777 53.62238736775021),7442,36.27
79.152,3.5,1980.0,2021.0,Hamb.-Altstadt,Hamburg,20457,7,30.024,53.54728690026146,10.000672996460077,2019,5,POINT (10.00067299646008 53.54728690026146),6633,45.88
56.4,2.5,560.4,1982.0,Lohbrügge,Hamburg,21031,5,11.927999999999999,53.4977830538846,10.203125336371052,2019,2,POINT (10.20312533637105 53.4977830538846),7928,38.07
100.8,3.5,1344.0,2006.0,Stellingen,Hamburg,22525,5,15.995999999999999,53.587603250178525,9.929990546728877,2019,1,POINT (9.929990546728877 53.58760325017852),6138,38.7
117.6,4.5,1498.8,2015.0,St. Pauli,Hamburg,20359,7,15.288,53.550605438341634,9.959923116608868,2019,1,POINT (9.959923116608868 53.55060543834163),6333,35.06
61.2,2.5,642.6,1990.0,Eidelstedt,Hamburg,22523,11,12.6,53.60684183651652,9.903295007465562,2019,4,POINT (9.903295007465562 53.60684183651652),5940,37.07
67.8,2.5,606.0,1997.0,Schnelsen,Hamburg-Schnelsen,22457,5,10.728,53.64480456635032,9.912700696207132,2019,5,POINT (9.912700696207132 53.64480456635032),6044,40.65
201.6,5.5,3240.0,1922.0,Eppendorf,Hamburg,20249,7,19.284000000000002,53.58470669536885,9.982364836546381,2019,5,POINT (9.982364836546381 53.58470669536885),6537,46.44
76.8,3.0,564.6,1967.0,Eißendorf,Hamburg,21075,1,8.82,53.456035930682795,9.940073751607287,2019,4,POINT (9.940073751607287 53.45603593068279),6223,38.77
65.196,2.5,417.25199999999995,2023.0,Farmsen-Berne,Hamburg,22159,1,7.68,53.611305359082145,10.117745703310002,2019,6,POINT (10.11774570331 53.61130535908215),7340,36.27
160.8,3.5,2289.6,2002.0,Blankenese,Hamburg,22587,5,17.088,53.56937741496047,9.809278465164253,2019,6,POINT (9.809278465164253 53.56937741496047),5335,59.26
111.132,3.5,1320.0,1978.0,Marienthal,Hamburg,22043,5,14.255999999999998,53.56221606653504,10.06964801803057,2019,3,POINT (10.06964801803057 53.56221606653504),7035,47.29
97.2,3.0,1008.0,1982.0,Hummelsbüttel,Hamburg hummelsbüttel,22339,5,12.444,53.64496328678626,10.045696245049387,2019,4,POINT (10.04569624504939 53.64496328678626),6944,41.27
99.6,3.5,1296.0,1987.0,Nienstedten,Hamburg,22609,5,15.612,53.55486875071961,9.84396037154519,2019,5,POINT (9.84396037154519 53.55486875071961),5534,54.23
68.4,2.5,500.19599999999997,1973.0,Eißendorf,Hamburg,21075,5,8.772,53.457931801548824,9.9419640035383,2019,6,POINT (9.941964003538301 53.45793180154882),6223,38.77
47.7,1.5,575.268,1954.0,Wandsbek,Hamburg,22049,7,14.472000000000001,53.57824283966725,10.06290794205571,2019,3,POINT (10.06290794205571 53.57824283966725),7037,32.97
162.24,4.5,2514.0,1904.0,Harvestehude,Hamburg,20149,7,18.6,53.57858618526806,9.989851998990977,2019,3,POINT (9.989851998990977 53.57858618526806),6537,56.42
116.4,4.5,1116.0,1997.0,Neuenfelde,Hamburg,21129,5,11.508,53.52377355266246,9.780642753792893,2019,2,POINT (9.780642753792893 53.52377355266246),5130,40.19
45.66,1.5,508.8,1971.0,Stellingen,Hamburg,22525,6,13.368,53.58191401277511,9.937454218119036,2019,3,POINT (9.937454218119036 53.58191401277511),6237,38.7
64.8,2.5,810.0,2023.0,Bramfeld,Hamburg,22177,5,15.0,53.61335383023997,10.070708883345828,2019,6,POINT (10.07070888334583 53.61335383023997),7041,38.15
72.0,2.5,912.0,1964.0,Eilbek,Hamburg,22089,1,15.204,53.567366236536344,10.041515164004467,2019,1,POINT (10.04151516400447 53.56736623653634),6835,38.37
111.6,4.5,1380.0,1976.0,Stellingen,Hamburg (HH-Stellingen),22527,6,14.844000000000001,53.602111063716706,9.925112953870064,2019,5,POINT (9.925112953870064 53.60211106371671),6139,38.7
117.6,3.5,2640.0,2005.0,Nienstedten,Hamburg,22607,5,26.94,53.54965172299613,9.853722436955703,2019,2,POINT (9.853722436955703 53.54965172299613),5633,54.23
109.56,3.5,2880.0,2022.0,Hamb.-Altstadt,Hamburg,20457,7,31.548000000000002,53.547296009686576,10.000688291975663,2019,4,POINT (10.00068829197566 53.54729600968658),6633,45.88
79.72800000000001,3.5,717.6,1930.0,Harburg,Hamburg,21073,5,10.8,53.45642950067195,9.970570855480831,2019,2,POINT (9.970570855480831 53.45642950067195),6423,31.25
120.0,3.5,1554.0,2003.0,Barmbek-Süd,Hamburg,22081,7,15.54,53.57306863920577,10.041505205385317,2019,6,POINT (10.04150520538532 53.57306863920577),6836,37.43
79.2,3.5,889.416,1973.0,Rissen,Hamburg,22559,7|8,13.475999999999999,53.582448997184706,9.752063625674287,2019,3,POINT (9.752063625674287 53.58244899718471),4937,48.74
40.8,1.5,243.864,1971.0,Lohbrügge,Hamburg,21031,7,7.176,53.50955120469268,10.209827084368,2019,1,POINT (10.209827084368 53.50955120469268),8029,38.07
67.2,2.5,523.2719999999999,1998.0,Eißendorf,Hamburg,21077,5,9.347999999999999,53.440767823924006,9.942581516030387,2019,3,POINT (9.942581516030387 53.44076782392401),6221,38.77
97.2,4.0,761.0160000000001,1962.0,Harburg,Hamburg,21073,1,9.396,53.45204849912552,9.975900396789783,2019,5,POINT (9.975900396789783 53.45204849912552),6423,31.25
95.34,3.5,1284.0,2023.0,Langenhorn,Hamburg,22419,5,16.164,53.657458219173286,10.015808837740087,2019,3,POINT (10.01580883774009 53.65745821917329),6745,35.94
87.66,2.5,960.0,2004.0,Volksdorf,Hamburg,22359,1,13.14,53.669309692260335,10.150538764537776,2019,5,POINT (10.15053876453778 53.66930969226033),7647,48.8
78.54,3.5,870.0,1968.0,Farmsen-Berne,Hamburg,22147,5,13.296,53.599131428878756,10.131357476308263,2019,3,POINT (10.13135747630826 53.59913142887876),7439,39.75
80.484,3.5,754.14,1967.0,Eidelstedt,Hamburg,22523,7,11.244000000000002,53.60654896274593,9.890552841699307,2019,3,POINT (9.890552841699307 53.60654896274593),5840,37.07
98.4,3.5,1800.0,2019.0,Ottensen,Hamburg,22765,7,21.948,53.55397985269909,9.928024382479038,2019,6,POINT (9.928024382479038 53.55397985269909),6134,38.71
